language,sentence
farsi,ای داشته باشند و پژوهش ابتکاری خود را 
farsi,در ویکی‌پدیا قرار ندهند. نگاه بی‌طرفان
farsi,ه که خود سیاستی «غیرقابل بازگشت» است ه
farsi,دف دانشنامه را اینگونه برمی‌شمرد: «نشا
farsi,ن دادن عوامل اختلاف، توصیف آن‌ها به جا
farsi,ی وارد شدن در آنها». اگر به این مهم بر
farsi,سیم دیگر ویکی‌پدیا تنها از یک «دیدگاه 
farsi,بی‌طرفانه» بیان نشده‌است بلکه حاوی تما
farsi,می نظرات بی‌طرفانه مربوط به یک موضوع خ
farsi,واهد بود. این سیاست بیان می‌دارد که به
farsi, هر دیدگاهی بسته به اعتبارش باید بها د
farsi,اد. از این سیاست به خاطر داشتن هدفی غی
farsi,رقابل دسترس که در مورد آثار بی‌اعتبار 
farsi,بی‌مورد است و به دیدگاه‌های «ضد اخلاقی
farsi,» اجازهٔ ظهور می‌دهد انتقاد شده‌است.
farsi,آرا و نظراتی که تا پیش از نوشته شدن در 
farsi,ویکی‌پدیا منتشر نشده باشند، «تحقیق‌های 
farsi,ابتکاری» تلقی می‌شوند و اجازهٔ ورود نخو
farsi,اهند داشت. سیاست «تحقیق غیر‌ابتکاری» ای
farsi,نگونه بیان می‌دارد که آثار این‌چنینی نم
farsi,ی‌توانند نمایانگر دیدگاهی بی‌طرفانه با
farsi,شند. پس نظرات یا دیدگاه‌های جدیدِ ویرا
farsi,یشگران نباید در ویکی‌پدیا معرفی شوند.
farsi,همکاران ویکی‌پدیا از سیاست‌ها و خط‌مش
farsi,ی‌های متنوع کوچک‌تری نیز پشتیبانی می‌
farsi,کنند. بر خلاف دیگر ویکی‌های موجود مان
farsi,ند Ward Cunningham's Portland Pattern
farsi, Repository، ویکی‌پدیا به جای قرار دا
farsi,دن بحث‌های مربوط به تغییرات مقاله‌ها 
farsi,در درون آنها، صفحاتی جداگانه را به نا
farsi,م «بحث» به این کار اختصاص داده‌است. ه
farsi,مکاران ویکی‌پدیا گاهی مقاله‌هایی را ک
farsi,ه احساس می‌کنند مناسب یک دانشنامه نیس
farsi,ت، تغییر یا انتقال داده یا حذف می‌کنن
farsi,د. تعاریف فرهنگ واژه‌ها (dicdefs) یا 
farsi,اصل متن‌ها از اینگونه مقاله‌ها هستند.
farsi, گاهی ویرایش‌های مختلف ویکی‌پدیا برای
farsi, خود سبک نوشتاری خاصی ایجاد می‌کنند.
farsi,تفاوت‌های منحصربه‌فرد خاصی بین ویرایشگره
farsi,ای ویکی‌پدیا وجود ندارد و تصمیم‌ها با رأ
farsi,ی اکثریت گرفته می‌شوند. در ماه دسامبر ۲۰
farsi,۰۵، ویکی‌پدیا حدوداً ۲۷٬۰۰۰ کاربر داشته
farsi,‌است که هر کدام دست‌کم در روز پنج ویرای
farsi,ش یا اثر از خود به جا گذاشته‌است. بنابر
farsi, آمارهای ویکی‌مدیا، یک‌چهارم ترافیک ویک
farsi,ی‌پدیا از سوی کاربرانی است که حساب ندار
farsi,ند و کمتر دست به ویرایش مقاله می‌زنند.
farsi,وظایف نگه‌داری بر عهدهٔ گروه‌های داوطل
farsi,بی از توسعه‌دهندگان، ناظران، مأموران و
farsi, مدیران است که شمارِ آنان به صدها نفر 
farsi,می‌رسد. مدیران، بزرگ‌ترین گروه بین آن‌
farsi,ها هستند که توانایی جلوگیری از ویرایش 
farsi,یک مقاله یا جلوگیری از دسترسی کاربران 
farsi,خاص طبق سیاست‌های جامعه را دارند.[۲۱] 
farsi,کاربران زیادی تا به حال به صورت اضطرار
farsi,ی یا دائم از ویرایش مقاله در ویکی‌پدیا
farsi, منع شده‌اند. ممکن است تخریب یا تخلف ا
farsi,ز سیاست‌ها، باعث منع اضطراری یک کاربر 
farsi,گردد. در حالی‌که تصمیم اخراج بلندمدت ی
farsi,ا همیشگی توسط آقای ویلز یا کمیته داوری
farsi, تخلفات جدی و دامنه‌دار اتخاذ می‌شود.
farsi,ویکی‌پدیا از طریق بنیاد ویکی‌مدیا برپا
farsi, شد. هزینه‌های ربع چهارم سال ۲۰۰۵ آن م
farsi,عادل ۳۲۱٬۰۰۰ دلار آمریکا بوده که ۶۰٪ 
farsi,آن مربوط به سخت‌افزار است. هم‌اکنون ب
farsi,نیاد ویکی‌مدیا بر روی کمک‌های خصوصی ت
farsi,کیه دارد و از رایزن‌های مالی استفاده 
farsi,می‌کند. رایزنی مالی سال ۲۰۰۷ موجب جمع
farsi,‌آوری مبلغی بیش از ۱ میلیون دلار شد.
farsi,رئیس پیشین بخش ویرایش ویکی‌پدیا، لری 
farsi,سنگر گفته‌است وجود مجوز جی‌اف‌دی‌ال (
farsi,GFDL) «به‌عنوان ضمانت آزادی، انگیزه خ
farsi,وبی برای کار در یک دانشنامه آزاد است.
farsi,» پروفسور آندریا سیفولیلی در مطالعه و
farsi,یکی‌پدیا به‌عنوان یک انجمن، این‌طور م
farsi,طرح می‌کند که: «هزینه‌های پایین شرکت 
farsi,در نرم‌افزار ویکی، خود عامل فروگشایی 
farsi,برای توسعه جمعی است و دیدگاه «ساختِ خ
farsi,لاقانه» میزان شرکت‌پذیری را بالا می‌ب
farsi,رد». ویکی‌پدیا را از منظر تجربه‌ای اج
farsi,تماعی در آنارشیسم یا دموکراسی نیز مور
farsi,د بررسی قرار داده‌اند. بنیان‌گذار آن 
farsi,این‌گونه پاسخ می‌دهد که حتماً قرار نی
farsi,ست این‌طور باشد اگرچه ممکن است دستاور
farsi,دش این بوده باشد. در جستجویی که داخل 
farsi,ویکی‌پدیا انجام شد صفحه‌ای پیدا شد که
farsi, نویسنده آن اینگونه بیان داشته که ارز
farsi,ش این دانشنامه به خاطر آن است که ویکی
farsi,‌پدیا انجمنی اجتماعی است. به این معنا
farsi, که می‌توان از نویسندگان خواست تا از 
farsi,کار خود دفاع کرده یا آن را روشن سازن
farsi,د و بحث‌ها سریعاً قابل مشاهده‌اند. و
farsi,یرایش‌های گوناگون ویکی‌پدیا غالباً د
farsi,ارای میزهای مرجعی هستند که اعضای انج
farsi,من در آنجا به پرسش‌ها پاسخ می‌دهند.
farsi,ویکی‌پدیا به عنوان یک دانشنامه برخط هم
farsi,‌زمان به بسیاری از زبان‌ها نوشته می‌شو
farsi,د و همکاران آن افرادی از سراسر جهان هس
farsi,تند و هر کسی می‌تواند به رشد آن کمک کن
farsi,د. این دانشنامه از زمان تولد تاکنون، 
farsi,رشد بسیار سریعی داشته و بزرگترین وبگا
farsi,ه دانشنامه‌ای با بیش از ۸۰ میلیون باز
farsi,دیدکننده در ماه است و بیش از ۹۰٬۰۰۰ ک
farsi,اربر فعال دارد که بر روی بیش از ۱۸٬۰۰
farsi,۰٬۰۰۰ مقاله به ۲۷۰ زبان کار می‌کنند.
farsi,در یک مقالهٔ تحقیقاتی منتشرشده در سال 
farsi,۲۰۱۲ در پلاس وان، طاها یاسری و همکاران
farsi, با بررسی میزان مشارکت کاربران در طول
farsi, شبانه‌روز سهم مناطق جهان را در ویرای
farsi,ش چند نسخهٔ مختلف ویکی‌پدیا تخمین زدن
farsi,د. این بررسی‌ها نشان دادند برای مثال 
farsi,غالب مشارکت‌های انجام‌شده در ویکی‌پدی
farsi,ای فارسی از اروپا و آمریکای شمالی بود
farsi,ه‌است. یا مثلاً ۵۰٪ ویرایش‌های انجام‌
farsi,شده از آمریکای شمالی در ویکی‌پدیای ان
farsi,گلیسی بوده‌اند و برای ویکی‌پدیای انگل
farsi,یسی ساده این مقدار ۲۵٪ بوده‌است.[۲۲]
farsi,نیویورک تایمز از قول هاآرتص می‌نویسد ه
farsi,دف سازماندهان این دوره، دو چیز بوده‌اس
farsi,ت. یکی اینکه بتوانند مردمی را که نقطه 
farsi,نظرات ایدیولوژیکی خود را به اشتراک می‌
farsi,گذارند، در ویرایش و نوشتن در ویکی‌پدی
farsi,ای عبری مشارکت دهند و از این طریق بتو
farsi,انند افکار عمومی اسرائیل را تحت تأثیر
farsi, قرار دهند و دیگری اینکه در ویکی‌پدیا
farsi,ی انگلیسی ویرایش داشته باشند تا وجهه 
farsi,اسرائیل در سطح جهانی بهبود یابد.[۲۳]
farsi,نیویورک تایمز از قول روزنامه اسرائیلی
farsi, آروتز شوا می‌نویسد آیلت شیکد عضو جنب
farsi,ش اسرائیل من، یکی از سازماندهان دوره 
farsi,گفت که به کار بردن کلمهٔ «اشغالی» در 
farsi,مدخلهایی از ویکی‌پدیا که دربارهٔ تسخ
farsi,یر سرزمین فلسطین توسط اسرائیل در سال
farsi, ۱۹۶۷ بحث می‌کنند، دقیقاً از مشکلاتی
farsi, است که وی امیدوار است که توسط تیمی 
farsi,جدید از ویرایشگران، حل شود.[۲۳][۲۴]
farsi,نیویورک تایمز از قول هاآرتص می‌نویسد ا
farsi,نجمن ایشا جایزه‌ای را برای «بهترین ویر
farsi,ایشگر صهیونیست»، یعنی کسی که طی چهار 
farsi,سال آینده بتواند در بیشترین تغییرات «
farsi,صهیونیستی» در ویکی‌پدیا مشارکت داشته 
farsi,باشد، تعیین کرد. این جایزه مسافرت با 
farsi,بالون ورزشی بر فراز اسراییل است.[۲۳]
farsi,ادعای ویکی‌پدیا مبنی بر دانشنامه بودن
farsi, یا این‌طور نشان دادن، همیشه مایهٔ بح
farsi,ث بوده‌است. ویکی‌پدیا را همیشه به خاط
farsi,ر کمبود محسوس اطمینان، فراگیری و قدرت
farsi, کنترل‌کننده، مورد انتقاد قرار داده‌ا
farsi,ند. بسیاری از کتابداران، دانشگاهیان و
farsi, نویسندگان دانشنامه‌هایِ رسمی‌تر بر ا
farsi,ین باورند که ویکی‌پدیا به‌عنوان یک م
farsi,رجع کاربردپذیری کمی دارد یا هرگز ندا
farsi,رد. ویکی‌پدیا دست کم در برخی محیط‌ها
farsi,ی دیگر از نظر کیفی، مقبولیتی کافی دا
farsi,رد. این دانشنامه برنده یک آزمایش مقا
farsi,یسه‌ای توسط مجله آلمانی سِ تِ c't شد
farsi,ه‌است. بیشتر ستایش آن به دلیل مطالب 
farsi,آزاد و اجازه ویرایش توسط همگان است.
farsi,منتقدین بر این باورند که مجوز ویرایش 
farsi,همگانی، ویکی‌پدیا را دانشنامه‌ای غیرق
farsi,ابل اعتماد ساخته‌است. فیلیپ بردلی در
farsi, مصاحبه‌ای که با روزنامه گاردین در س
farsi,ال ۲۰۰۴ انجام داد گفت که او هرگز از 
farsi,ویکی‌پدیا استفاده نمی‌کند و «هیچ کتا
farsi,بدار دیگری را نمی‌شناسد که این کار ر
farsi,ا انجام دهد. مشکل اصلی عدم وجود قدرت
farsi, کنترل‌کننده در ویکی‌پدیا است. در کت
farsi,ب منتشرشده، ناشر باید تضمین کند که ا
farsi,طلاعات کتابش درست است زیرا امرار معا
farsi,ش او بستگی به آن دارد. اما با وجود چ
